	tag_info	osm_id	osm_title	description
826	sport=ultimate	Q21266	Item:Q21266	Ultimate, also known as ultimate frisbee, is a team sport played with a flying disc (frisbee).
827	military=base	Q21718	Item:Q21718	A facility where military personnel and equipment are based.
828	shop=garden_centre	Q6536	Item:Q6536	A shop selling potted plants, seedlings for planting, and related items.
829	leisure=amusement_arcade	Q6944	Item:Q6944	A venue with pay-to-play games.
830	amenity=jobcentre	Q7321	Item:Q7321	Using this tag is discouraged, use tag:office=employment_agency instead.
831	office=employment_agency	Q6684	Item:Q6684	An office for an employment service.
832	hov	Q343	Item:Q343	Indicates vehicle occupancy requirements of a highway.
833	craft=painter	Q5826	Item:Q5826	A workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.
834	cargo	Q140	Item:Q140	Type of a ferry terminal
835	healthcare:speciality=rheumatology	Q21904	Item:Q21904	Medical specialty concerning the diagnosis and therapy of rheumatic diseases.
836	healthcare:speciality=trauma	Q21911	Item:Q21911	Medical specialty concerning the operative and non-operative management to treat traumatic injuries, typically in an acute setting.
837	railway=blockpost	Q18116	Item:Q18116	
838	man_made=cross	Q6376	Item:Q6376	Cross, especially one with little historical value
839	summit:cross=yes	Q5431	Item:Q5431	Describes whether a summit cross is built on that peak.
840	rack	Q587	Item:Q587	A rack allows operation of trains on very steep gradients.
841	tomb=table	Q21733	Item:Q21733	A table-shaped tomb built above the grave and supported by a series of pillars.
842	addr:streetnumber	Q51	Item:Q51	"Secondary house number known as ""číslo orientační"" in the Czech Republic."
843	demolished	Q210	Item:Q210	
844	destroyed	Q7722	Item:Q7722	
845	razed	Q13592	Item:Q13592	
846	shop=jewelry	Q4805	Item:Q4805	A shop that sells rings, necklaces, earrings, watches, etc.
847	barrier=bollard	Q4767	Item:Q4767	One or more solid (usually concrete or metal) pillar(s) used to control traffic.
848	aerialway=platter	Q5527	Item:Q5527	An overhead tow-line for skiers and riders with platters.
849	memorial:type=stolperstein	Q5612	Item:Q5612	Specifies a memorial as a stolperstein.
850	recycling_type=centre	Q21274	Item:Q21274	A public recycling centre
851	healthcare=blood_donation	Q6590	Item:Q6590	Facility where you can donate blood, plasma and/or platelets, and possibly have stem cell samples taken
852	emergency=rescue_box	Q7325	Item:Q7325	A box in a mountain or wilderness area, containing a stretcher and first-aid materials
853	railway=railway_crossing	Q6726	Item:Q6726	Crossing rails that do not interconnect
854	shop=agrarian	Q6025	Item:Q6025	Shop selling products for agricultural use, such as pesticides, seeds, animal feed, etc.
855	disused:shop	Q2423	Item:Q2423	A shop which is not operating, but which is still in a reasonable state of repair.
856	amenity=parking_entrance	Q6835	Item:Q6835	A entrance to an underground or multi storey parking facility
857	amenity=water_point	Q6517	Item:Q6517	A place where you can get large amounts of drinking water for refilling fresh water holding tanks.
858	leisure=disc_golf_course	Q7001	Item:Q7001	A place to play disc golf
859	building=garbage_shed	Q16555	Item:Q16555	
860	railway=station	Q5052	Item:Q5052	A railway station
861	healthcare:speciality=neurology	Q21880	Item:Q21880	Medical specialty concerning disorders of the nervous system.
862	castle_type=castrum	Q6521	Item:Q6521	Ancient Roman fort or fortress
863	healthcare:speciality=urology	Q21913	Item:Q21913	Medical specialty concerning diseases of the male and female urinary-tract system and the male reproductive organs.
864	historic=ruins	Q4862	Item:Q4862	Remains of structures that were once complete, but have fallen into partial or complete disrepair.
865	social_facility=food_bank	Q6834	Item:Q6834	Food Bank, Food Pantry
866	military=barracks	Q5502	Item:Q5502	Buildings where military personnel live and work
867	plant:source=nuclear	Q19581	Item:Q19581	Nuclear power plant
868	amenity=planetarium	Q6100	Item:Q6100	A theatre built for presenting educational and entertaining shows about astronomy and the night sky, or for training in celestial navigation
869	place=district	Q7678	Item:Q7678	A district – a type of administrative division that, in some countries, is managed by local government.
870	craft=shoemaker	Q5413	Item:Q5413	A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs.
871	landuse=landfill	Q5038	Item:Q5038	A site for the disposal of waste materials by burial.
872	amenity=crematorium	Q4873	Item:Q4873	A tag for crematorium, where bodies are burned.
873	healthcare:speciality=endocrinology	Q21861	Item:Q21861	Medical speciality concerning the endocrine system, its diseases, and its specific secretions known as hormones.
874	denomination=quaker	Q17094	Item:Q17094	
875	healthcare:speciality=dermatology	Q21857	Item:Q21857	Medical specialty concerning hair, nails, skin, and their diseases.
876	canoe	Q135	Item:Q135	Access permission for canoes, kayaks, rowboats and other small boats without a motor or sail
877	sport=10pin	Q4875	Item:Q4875	A bowling game popular in North America with 10 pins.
878	sidewalk	Q699	Item:Q699	Indicates the presence or absence of a sidewalk (pavement/footway).
879	footway=sidewalk	Q5891	Item:Q5891	A footpath on the side of a road.
880	public_transport	Q1724	Item:Q1724	Public transport infrastructure key.
881	type=public_transport	Q6618	Item:Q6618	Represents a public transport related relation.
882	healthcare:speciality=plastic_surgery	Q21899	Item:Q21899	Medical specialty concerning the surgical restoration, reconstruction, or alteration of the human body.
883	ice_road	Q1333	Item:Q1333	Seasonal road in cold regions that is laid upon frozen water basins and rivers.
884	tourism=alpine_hut	Q6266	Item:Q6266	A remote building located in the mountains intended to provide board and lodging.
885	healthcare=alternative	Q21668	Item:Q21668	A facility where alternative or complementary medicine is practiced: e.g. acupuncture, chiropractic, naturopathy, etc.
886	natural=sinkhole	Q5836	Item:Q5836	A natural depression or hole in the surface topography.
887	surface=asphalt	Q6080	Item:Q6080	Specifies that object is paved with asphalt concrete.
888	industrial=brickyard	Q5805	Item:Q5805	A brick making factory
889	generator:method=thermal	Q5900	Item:Q5900	Concentrated solar power
890	sport=hapkido	Q5704	Item:Q5704	A dynamic and highly eclectic Korean martial art
891	shop=books	Q4820	Item:Q4820	A store specializing in the sale of books, although it may also sell other printed publications, such as newspapers and magazines.
892	amenity=dojo	Q5334	Item:Q5334	A formal training place for any of the Japanese do arts.
893	leisure=schoolyard	Q17641	Item:Q17641	Outdoor area for spending school breaks.
894	place=islet	Q4926	Item:Q4926	A very small island.
895	cuisine=mexican	Q21569	Item:Q21569	A place that mainly sells Mexican food.
896	shop	Q695	Item:Q695	A place selling retail products or services.
897	generator:type=kaplan_turbine	Q6902	Item:Q6902	Kaplan turbine
898	denomination=spiritist	Q17103	Item:Q17103	
899	material	Q404	Item:Q404	Describes the main material of a physical feature.
900	shop=department_store	Q6758	Item:Q6758	A large store with multiple clothing and other general merchandise departments.
901	barrier=border_control	Q6946	Item:Q6946	A control point at an international border between two countries.
902	government=border_control	Q19840	Item:Q19840	border control office or building
903	shop=erotic	Q5504	Item:Q5504	A sex shop, selling products such as sex toys, erotic lingerie, safe sex products, erotic games and gifts, and pornographic films and magazines
904	mtb	Q459	Item:Q459	A classification scheme for mapping the difficulty of trails suitable for mountain-biking.
905	sport=mtb	Q18612	Item:Q18612	
906	cuisine=japanese	Q21563	Item:Q21563	A place that mainly sells or serves Japanese cuisine.
907	man_made=torii	Q16749	Item:Q16749	The gate structure found at the entrance of Shinto shrines and (rarely) Japanese Buddhist temples.
908	telecom=exchange	Q7620	Item:Q7620	A place to connect landlines subscribers to telecommunication service equipments
909	network=ru:national	Q17857	Item:Q17857	
910	highway=escape	Q5589	Item:Q5589	Emergency lane beside long descending slopes for trucks to stop after brake failure.
911	dennert_fir_tree=yes	Q6312	Item:Q6312	For refining tourism=information as a special kind of information board
912	surface=artificial_turf	Q18673	Item:Q18673	A surface made from synthetic materials to look and feel like natural grass. Often used for tracks and pitches of sports such as football, baseball, etc.
913	sport=cockfighting	Q5731	Item:Q5731	A blood sport between two roosters (cocks), or more accurately gamecocks, held in a ring called a cockpit.
914	craft=builder	Q5952	Item:Q5952	A workplace or office of a tradesman who performs structural alterations and additions to buildings.
915	playground=trampoline	Q21384	Item:Q21384	
916	man_made=surveillance	Q6636	Item:Q6636	A surveillance camera or other type of surveillance equipment.
917	craft=jeweller	Q5885	Item:Q5885	A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.
918	HE_ref	Q921	Item:Q921	The OSM object's 'List entry Number' as specified in The National Heritage List for England (where applicable).
919	historic:period	Q340	Item:Q340	Describes roughly which civilization (or ancient culture) has built a feature or is somehow else connected to it.
920	whc:criteria	Q15869	Item:Q15869	
921	contact:tripadvisor	Q9603	Item:Q9603	ID or URL of the Tripadvisor page at which the point of interest can be contacted
922	ref:nid	Q1819	Item:Q1819	Reference number of the Narodowy Instytut Dziedzictwa (NID).
923	ref:wigos	Q19372	Item:Q19372	Reference a weather monitoring station
924	ref:wpi	Q21737	Item:Q21737	Reference a harbour by it's World Port Index.
925	ref:FR:MemorialGenWeb	Q4110	Item:Q4110	French id of war memorials
926	ref:EU:ENTSOE_EIC	Q4108	Item:Q4108	Continental Europe codification scheme for power transmission systems
927	network=US:MO	Q5259	Item:Q5259	State routes in the U.S. state of Missouri.
928	shop=stationery	Q4774	Item:Q4774	A shop selling office supplies
929	barrier=city_wall	Q6623	Item:Q6623	A fortification used to defend settlements in ancient to modern times.
930	historic=citywalls	Q6058	Item:Q6058	A citywall is a fortification used to defend a city.
931	guidepost	Q321	Item:Q321	To depict what kind of tag:information=guidepost it is
932	shop=dairy	Q6186	Item:Q6186	A shop selling dairy products.
933	megalith_type=chamber	Q6770	Item:Q6770	An archaeological site where only fragments of the grave are visible.
934	aerialway=t-bar	Q5842	Item:Q5842	An overhead tow-line for skiers and riders with T-shaped carriers for two passengers.
935	payment:postfinance_card	Q12996	Item:Q12996	
936	network=za:regional	Q17839	Item:Q17839	
937	building=retail	Q5211	Item:Q5211	A building primarily used for selling goods to the general public.
938	amenity=studio	Q4988	Item:Q4988	A studio used for creating radio or television programmes and broadcasting them. It can also be used to mark a music recording studio.
939	sport=canoe	Q4824	Item:Q4824	Canoe and Kayak.
940	payment:samsung_pay	Q13003	Item:Q13003	
941	healthcare:speciality=dermatovenereology	Q21858	Item:Q21858	Medical specialty concerning the study and treatment of skin diseases and venereal diseases. This specialty combines dermatology with venereology.
942	type=restriction	Q16013	Item:Q16013	Used for a set of tags and members to represent a turn restriction.
943	trail_visibility	Q2101	Item:Q2101	Classification scheme for hiking trails which describes trail visibility (not route visibility) and orientation skill required.
944	noname=yes	Q21745	Item:Q21745	used to mark the absence of a name, where something really does not have a name in reality
945	shop=electronics	Q4818	Item:Q4818	A shop selling consumer electronics such as TVs, radios and fridges.
946	industrial=aluminium_smelting	Q6582	Item:Q6582	Aluminium smelting factory - producing aluminium
947	shop=beverages	Q4958	Item:Q4958	A shop focused on selling alcoholic and non-alcoholic beverages.
948	shop=fabric	Q5084	Item:Q5084	A shop that sells fabric
949	shop=nutrition_supplements	Q6297	Item:Q6297	Shops that sells nutritional supplements different types of purified proteins, fats, vitamins, minerals and/or herbs.
950	shop=boat	Q5901	Item:Q5901	A boat shop, may also offer further services.
